departure_id,hex_h3_r2,booked_ffe,booked_spot_total_freight,offered_ffe,rejected_ffe,rejected_ffe_vessel_sold_out,rejected_ffe_vessel_not_open,rejected_offer_value,rejected_offer_value_vessel_sold_out,rejected_offer_value_vessel_not_open,non_offer_ratio,hex_role
202547,823877fffffffff,11.5,64988,264.5,602.5,410.5,4,12934.836745817334,7105.674057833362,72.39052541550522,0.6949250288350635,destination
202552,8243affffffffff,7,23211,68,248,123,70.5,14350.742468919563,7396.922308655156,3590.160222188211,0.7848101265822784,destination
202601,821edffffffffff,2,3313,182,1503,310,1189,9371.554210736185,3409.7657454396362,5841.954206423058,0.8919881305637982,destination
202547,82195ffffffffff,9,14234,829.5,1362,853.5,13,16958.22424052817,9129.632070517955,108.68843123215082,0.621492128678987,destination
202547,821ed7fffffffff,1.5,6459,302.5,961,830,18,14541.592643372578,12793.709057122986,293.01681510348476,0.7605856747130986,destination
202551,821127fffffffff,18.5,32506,126,66,55,11,2912.162716396911,2739.379162102888,172.78355429402313,0.34375,destination
202548,821e9ffffffffff,31.5,144462,246,381,284.5,41.5,18528.91986865196,12699.253616805852,3375.8164736008416,0.6076555023923444,destination
202552,821f77fffffffff,63.5,90729,1714,2294.5,668.5,1573,39322.523081269974,9724.169023002845,27251.885633399925,0.5724086316577274,destination
202547,8243affffffffff,15,40753,33,123,86.5,0,6776.338505013851,5088.411441348822,0,0.7884615384615384,destination
202549,82099ffffffffff,15,51446,929,738,412.5,229.5,11950.802354063828,6967.630161716801,3640.3860249186046,0.4427114577084583,destination
202602,82536ffffffffff,1,2371,84.5,224.5,115.5,95,9016.173973859975,4811.541165978636,3814.195419326971,0.7265372168284789,destination
202551,823c97fffffffff,0,0,0.5,195,151.5,42.5,7575.124229149959,6095.383384062173,1455.3868574841842,0.9974424552429667,destination
202602,822c97fffffffff,23,78175,207,562,243,207,7632.774281160662,3404.1833202183334,3171.7616254498535,0.7308192457737321,destination
202547,823947fffffffff,26,84185,1329.5,1608,853.5,57.5,22005.44287301528,13089.794717645562,651.9684303080401,0.5474042553191489,destination
202547,823f4ffffffffff,16,65447,391,484.5,389.5,3,7848.837708435538,6428.0507867208735,50.23939044123691,0.5533980582524272,destination
202603,821ecffffffffff,0,0,92,1055,249,804,4249.7278378738265,2393.6639777686382,1856.0638601051883,0.9197907585004359,destination
202548,82195ffffffffff,22.5,30244,1785.5,1799.5,1344,16.5,22898.42203965508,16258.170126143745,149.56136468090733,0.501952580195258,destination
202601,823cc7fffffffff,0,0,9,96,87.5,4.5,2764.3526319051207,2521.408704377927,132.9094168009497,0.9142857142857143,destination
202601,8239affffffffff,12.5,44002,579.5,5590,933,4627,36088.32482680379,14177.775044939708,21906.947605143403,0.9060701839695275,destination
202602,82391ffffffffff,4,6169,53,1073.5,45.5,1007.5,9926.137374848575,2597.8042768380824,6773.288714678564,0.9529516200621394,destination
202549,821e9ffffffffff,8,28413,334.5,479,338.5,111.5,23578.849295265005,13889.532403552319,8494.365494112833,0.5888137676705593,destination
202602,8242dffffffffff,29,68380,473.5,673.5,244,398,11755.523671500789,3665.611899473184,7878.859050660193,0.5871839581517001,destination
202604,821ed7fffffffff,0,0,0,11.5,3,8.5,5812.3483949541205,1743.7045184862363,4068.643876467884,1,destination
202605,821e17fffffffff,0,0,0,22.5,2,20.5,1723.25859186131,1723.25859186131,0,1,destination
202551,823cf7fffffffff,0,0,0.5,217,201,8.5,10018.139925273566,9194.248169692788,287.912663677918,0.9977011494252873,destination
202550,821947fffffffff,1,2554,247.5,481,134.5,330.5,6258.394987630714,3410.856038625467,2524.0370924355616,0.6602608098833219,destination
202603,8239affffffffff,0,0,5,656,126.5,529,3850.7921449574137,2457.1617349388453,1393.630410018568,0.9924357034795764,destination
202552,820887fffffffff,2,5885,132,106.5,53.5,53,4831.428751983129,2236.8016593612133,2594.627092621915,0.44654088050314467,destination
202547,82611ffffffffff,0,0,13,237.5,62,0,7677.118262763883,2679.4784154736053,0,0.9481037924151696,destination
202550,820887fffffffff,15.5,51249,298,171,120,33,3685.340255366506,2386.144989080973,1000.4536344891753,0.3646055437100213,destination
202547,82384ffffffffff,11,56640,1183.5,479,151.5,0,6247.798157026003,2673.388282166054,0,0.2881203007518797,destination
202604,823e67fffffffff,0,0,0.5,156,13,138,4537.0601565825,2852.75480893633,1684.30534764617,0.9968051118210862,destination
202548,821f67fffffffff,15,48388,430,503.5,345.5,3,11707.26294439783,8239.729923267694,90.29174244091234,0.5393679700053562,destination
202601,8253affffffffff,1.5,5709,72.5,165.5,125,31.5,4267.638205101247,3355.5586090111087,722.0919777395359,0.6953781512605042,destination
202548,823cf7fffffffff,0,0,0,71.5,49,1,5488.378924475711,3945.592735555534,79.47652831570787,1,destination
202552,82184ffffffffff,1,4000,68,57,28.5,28.5,8974.400893098613,2514.572417261517,6459.8284758370955,0.456,destination
202548,821947fffffffff,0,0,28.5,355,132.5,199,8178.90796736453,3259.9562895385106,4306.749801045275,0.9256844850065189,destination
202601,82608ffffffffff,41.5,61735,557,333.5,126,200,4192.024963795793,1793.2340161088116,2267.93506171002,0.37450870297585626,destination
202552,8242e7fffffffff,23.5,84567,288,272.5,201,27,10474.27856556299,6591.3191163725,551.3752220619845,0.48617305976806424,destination
202548,823f37fffffffff,1,5070,157,172.5,128.5,30,9154.070291186617,6836.268335437296,1560.6951149676136,0.5235204855842185,destination
202551,82184ffffffffff,0.5,2345,320,153,146.5,3.5,3687.5972504671213,3322.074648532659,215.6130088269282,0.32346723044397463,destination
202604,821eb7fffffffff,0,0,0,39,5,34,1162.4696789908241,1162.4696789908241,0,1,destination
202546,821eeffffffffff,0,0,158,1088.5,489.5,3,3959.4271668929346,1783.3028982305643,2.6543706394178055,0.8732450862414761,destination
202601,82196ffffffffff,57,66338,414.5,7269,305,6827.5,59100.84022543481,3260.515363833531,53920.10605280187,0.946053230949437,destination
202546,82536ffffffffff,0,0,0,82,9,2,21645.63784734781,2375.7407393430526,527.9423865206784,1,destination
202546,8243affffffffff,0,0,0,19,5,0,5015.452671946445,1319.8559663016958,0,1,destination
202603,82608ffffffffff,45,65601,216,141.5,48.5,73.5,3845.8620756335145,1719.723398424916,1821.5598870562499,0.3958041958041958,destination
202605,821f17fffffffff,0,0,12.5,158.5,7.5,150,4160.4167884210565,1224.188398499037,2936.2283899220197,0.9269005847953217,destination
202603,823cf7fffffffff,0,0,2,69,56,13,2555.0539973213477,2077.007799869326,478.0461974520219,0.971830985915493,destination
202546,82196ffffffffff,0.5,1889,351.5,732.5,201.5,4,3364.1472978015618,1314.0060207886409,0.8447129005493101,0.6757380073800738,destination
202551,82182ffffffffff,65.5,185929,2653.5,703.5,445.5,206,8777.848479579956,3418.5802957211017,4926.116416461587,0.209562109025916,destination
202551,82524ffffffffff,26,55947,205.5,112,70,31,4174.7987272718,3122.887863692983,767.6348258305195,0.352755905511811,destination
202604,8242e7fffffffff,0,0,0,29.5,3,26.5,9880.65285798563,1004.8121550493861,8875.840702936242,1,destination
202604,822c97fffffffff,0,0,0,44.5,3,41.5,14904.71363323256,1004.8121550493861,13899.901478183176,1,destination
202604,82536ffffffffff,0,0,0.5,28.5,3,23.5,9032.056105969681,1004.8121550493861,7871.028547886858,0.9827586206896551,destination
202603,82382ffffffffff,0,0,0,186.5,18.5,168,1512.9856153775067,952.6205726450968,560.3650427324098,1,destination
202552,823cf7fffffffff,0,0,0.5,218.5,211.5,5,8196.878006794335,7985.651416860493,151.25935545060736,0.997716894977169,destination
202549,82184ffffffffff,0,0,27.5,67.5,43,15,3911.8849900471014,2216.5419092351362,1205.9889923143799,0.7105263157894737,destination
202601,821ec7fffffffff,9,20301,241,1552,412.5,1126,10502.167509572662,1542.6643954879103,8959.503114084753,0.8655883993307306,destination
202550,823f37fffffffff,1.5,6623,222,308,173,108.5,20514.216777271144,9389.381533053074,9377.20035694019,0.5811320754716981,destination
202605,823957fffffffff,0,0,2,73.5,1.5,72,2584.887887791965,861.629295930655,1723.25859186131,0.9735099337748344,destination
202605,821e5ffffffffff,0,0,0,45.5,2.5,43,8185.478311341222,1292.4439438959826,6893.03436744524,1,destination
202551,82089ffffffffff,32,103720,1059.5,645.5,414.5,185,10069.609687967903,4668.23695782287,4798.654940017659,0.3785923753665689,destination
202550,820817fffffffff,4,12285,64,99.5,68,11,2304.6586459352666,1575.8630859772302,226.73614110464263,0.6085626911314985,destination
202549,821947fffffffff,0,0,131,403,113,281,5443.861149260065,2501.44992573832,2793.4485914382212,0.7546816479400749,destination
202601,822c97fffffffff,8.5,29215,98.5,91.5,36.5,45,2457.511133136951,1334.5439088409848,1013.9238578881764,0.48157894736842105,destination
202601,821f9ffffffffff,5.5,18839,280.5,1993.5,128,1773,11223.5374278261,2164.462166457554,8965.146464210331,0.8766490765171504,destination
202547,823987fffffffff,2,5182,143.5,345.5,297,1,5345.0278517234665,4545.110715809991,18.097631353876306,0.7065439672801636,destination
202550,821f67fffffffff,26,81215,1081.5,639,375,119,13160.448683581195,6886.45448228611,3419.6221683534854,0.3714036617262424,destination
202548,820887fffffffff,8,22593,58,80.5,53.5,0,1748.9926223399316,1146.9534517495395,0,0.5812274368231047,destination
202551,820887fffffffff,10.5,38729,245,118.5,100.5,17,1418.888095312907,992.8321927831474,415.99319795256764,0.32599724896836313,destination
202603,821f77fffffffff,1,2189,132,165,3,158.5,5602.567033437904,629.8254988150201,4971.746012477668,0.5555555555555556,destination
202601,8242dffffffffff,35.5,100598,408.5,389.5,143,245.5,6185.3256885576675,1305.5457117675023,4847.711052991641,0.4880952380952381,destination
202546,821e5ffffffffff,0,0,0,555.5,271,0,2461.308122131775,1168.1960542072804,0,1,destination
202552,821127fffffffff,9.5,15642,66.5,46.5,16,25.5,1222.282240069848,619.2542274019482,397.4242039391486,0.41150442477876104,destination
202603,8242dffffffffff,52,86258,295,237,57,156,3497.423652835364,1143.10779486952,2069.6420553202515,0.44548872180451127,destination
202604,821ea7fffffffff,0,0,0,88,2,85,1162.4696789908241,1162.4696789908241,0,1,destination
202601,823947fffffffff,2,4236,123,1996.5,97,1888.5,5947.175560662497,1171.4341069837992,4665.349510458596,0.9419674451521586,destination
202601,821e17fffffffff,0,0,167.5,2227,61,2145.5,2848.437186948747,838.5131990155239,1835.4671698982108,0.9300480267279182,destination
202549,82088ffffffffff,1.5,5779,158,192.5,129,44.5,3101.8700303148157,2097.7317574130298,678.8848305367765,0.5492154065620543,destination
202604,823947fffffffff,0,0,0,131,1.5,129.5,581.2348394954121,581.2348394954121,0,1,destination
202548,821977fffffffff,30.5,90677,894,642,416.5,11,13011.468157303721,8765.890620820892,309.602675001037,0.41796875,destination
202603,823937fffffffff,0,0,0,103,10.5,61.5,2129.3871623831574,588.3832948690304,560.3650427324098,1,destination
202546,823cf7fffffffff,0,0,0,5.5,3,0,1451.8415629318656,791.9135797810176,0,1,destination
202601,823c8ffffffffff,0,0,0,37,28,9,1186.5501805453737,897.9298663586611,288.6203141867125,1,destination
202552,823cc7fffffffff,0,0,74.5,75,69.5,5.5,2260.4621527132795,2179.9089648722147,80.55318784106488,0.5016722408026756,destination
202549,82601ffffffffff,0,0,2.5,9.5,9,0.5,582.2448422176083,560.174572034446,22.070270183162325,0.7916666666666666,destination
202546,823f17fffffffff,0,0,29.5,692.5,369.5,0,2712.209694437653,1403.128803130262,0,0.9591412742382271,destination
202601,821f17fffffffff,22.5,46994,556.5,6121,410,5488.5,68724.81790739369,1658.8258906979527,62118.20295510401,0.9166604268064396,destination
202602,823e67fffffffff,0,0,14,876.5,54.5,813.5,1112.4334109734416,770.7134699397898,310.9567447236999,0.9842784952274003,destination
202603,823cc7fffffffff,0,0,1,24.5,24,0.5,924.6437072309996,907.5800576657799,17.06364956521965,0.9607843137254902,destination
202547,821977fffffffff,4.5,15162,308,582.5,184,1.5,6380.126092453434,2735.76644990927,13.339727177292987,0.6541268950028074,destination
202603,823957fffffffff,0,0,2,342,14.5,325.5,1456.9491111042657,644.4197991422714,700.4563034155124,0.9941860465116279,destination
202552,821f67fffffffff,22,71007,733,294,109,171.5,12364.792710061378,3724.5099335475215,8144.1594891994355,0.2862706913339825,destination
202601,823827fffffffff,0,0,11,1007.5,133,874.5,5256.665777571348,1550.0887304799694,3706.5770470913794,0.9891998036327934,destination
202605,823e67fffffffff,0,0,0,65.5,0.5,64.5,5169.775775583929,430.8146479653275,4738.961127618602,1,destination
202547,82099ffffffffff,2,5283,283.5,300.5,128.5,12,4023.561360067612,1638.6980012717293,156.00248207440373,0.514554794520548,destination
202546,823f5ffffffffff,0,0,2,673.5,526.5,2,1937.3866829610736,1390.2689674823275,0,0.997039230199852,destination
202547,82089ffffffffff,5.5,17097,262,300.5,165,6,4133.334698116856,2152.352861027784,294.7323306828322,0.5342222222222223,destination
202549,8208d7fffffffff,0,0,78,284,93.5,75.5,3127.097802121659,762.8472609296924,1413.235877368009,0.7845303867403315,destination
202601,823927fffffffff,2,4871,170,757.5,75.5,680,3977.945109884288,1347.760433166738,2630.18467671755,0.816711590296496,destination
202547,823937fffffffff,7.5,24321,732.5,573,222.5,6,9372.645647427162,3088.1282925653045,76.45892514551755,0.4389122941401762,destination
202547,820887fffffffff,1.5,4987,17,46.5,21,0,731.9868023757563,441.0032447870048,0,0.7322834645669292,destination
202550,82088ffffffffff,8,26338,196,209,121,71,4600.676289556854,2509.6673645747674,1745.1319849759523,0.5160493827160494,destination
202601,821867fffffffff,1,3226,59.5,1973.5,127.5,1835.5,12747.573363848189,1106.7848167880393,11403.001236586599,0.97073290703394,destination
202548,82088ffffffffff,3,9340,106,125.5,48,0,2585.2289798952597,1016.9595505112911,0,0.5421166306695464,destination
202602,821ed7fffffffff,0,0,1,184.5,25,158.5,926.928678834189,493.8364618375135,409.7335293643901,0.9946091644204852,destination
202546,82382ffffffffff,0,0,31,185.5,177.5,0,762.7020022689301,748.8224451892395,0,0.8568129330254042,destination
202552,82088ffffffffff,0,0,37,68.5,33,24,2825.571172209838,1061.316195779347,1281.666172438438,0.6492890995260664,destination
202547,821e9ffffffffff,2,5594,165.5,129,67.5,11,2101.4744466254638,1101.3365602230406,175.95075296587305,0.4380305602716469,destination
202547,82185ffffffffff,0,0,39.5,76.5,47,2.5,1318.290237023181,776.460234346987,67.04707916939037,0.6594827586206896,destination
202604,826147fffffffff,0,0,0,1,1,0,334.93738501646203,334.93738501646203,0,1,destination
202602,823947fffffffff,0,0,4.5,935,19.5,909,780.0107604029367,533.3243678109685,246.68639259196817,0.9952102182011708,destination
202602,821e87fffffffff,0,0,7.5,1261,114,1137.5,1693.1513965878078,474.2163299260831,925.9949754587625,0.9940875049270792,destination
202548,820817fffffffff,0,0,20,54.5,33,6,1145.761681171729,710.7897554714724,125.28263119534653,0.7315436241610739,destination
202550,821927fffffffff,0,0,3,12,11,1,335.6482447387578,316.6529089554424,18.995335783315408,0.8,destination
202546,821867fffffffff,0,0,149.5,219,79,0,889.7173727088655,390.88032168623016,0,0.5943012211668928,destination
202603,821eeffffffffff,0,0,4,338,27.5,300,748.7214541916828,295.36769534586745,453.3537588458154,0.9883040935672515,destination
202552,820817fffffffff,5,12058,63,19,13,6,552.0219627001858,363.5189673528002,188.5029953473856,0.23170731707317074,destination
202550,82185ffffffffff,0,0,35,93,54.5,35,6067.92871441452,1968.137885892942,3796.5162776659877,0.7265625,destination
202546,821957fffffffff,0,0,60,117.5,83,0,1054.6659046523425,826.7429524283039,0,0.6619718309859155,destination
202549,826007fffffffff,0,0,1,86,11,0,5270.594272077488,611.9456982587213,0,0.9885057471264368,destination
202551,820817fffffffff,8,22679,92,85.5,72,13.5,974.1190262146973,688.5896673435423,285.5293588711551,0.48169014084507045,destination
202551,826147fffffffff,0,0,1,13,13,0,523.3386208165839,523.3386208165839,0,0.9285714285714286,destination
202550,826007fffffffff,0,0,1,81.5,8.5,0,4934.000594783382,601.0654253023243,0,0.9878787878787879,destination
202548,820837fffffffff,2.5,7677,18,18.5,14,0,389.5021546479793,297.5646167598773,0,0.5068493150684932,destination
202548,821127fffffffff,0,0,44.5,34,25,0,703.4429615969148,524.0449603388826,0,0.43312101910828027,destination
202546,82099ffffffffff,0,0,14,56.5,18,4,481.33830461368007,206.0376137711952,8.080359651595698,0.8014184397163121,destination
202546,823827fffffffff,0,0,13,97.5,91.5,0,278.55650993183116,269.3034718787042,0,0.8823529411764706,destination
202604,821f17fffffffff,0.5,1800,98,347.5,20,315.5,6116.868762652956,194.584818463671,5115.939778102142,0.7800224466891134,destination
202603,82391ffffffffff,0,0,29.5,262,22,221.5,943.0627438670257,275.0627781713997,485.77787793967536,0.8987993138936535,destination
202547,820987fffffffff,8,26040,127.5,142,48,0.5,2160.9573196131887,745.0303333725254,4.806691355882203,0.5269016697588126,destination
202549,821127fffffffff,0.5,2819,59.5,72,37.5,30,1170.9174831319729,641.6593887295079,483.30404163754497,0.5475285171102662,destination
202602,826007fffffffff,0,0,0,4.5,4.5,0,312.7637824366636,312.7637824366636,0,1,destination
202603,821e5ffffffffff,0,0,0,272,24,231.5,196.12776495634347,196.12776495634347,0,1,destination
202547,823f37fffffffff,0,0,100,100,43.5,4.5,1609.1984237289535,719.6977335430997,71.99964727024367,0.5,destination
202546,821ec7fffffffff,0,0,0,208,115,0,802.7010511087649,427.9530099571225,0,1,destination
202550,821847fffffffff,0,0,37,42.5,20.5,14,1039.9636533986727,391.7098787364969,503.18897756685163,0.5345911949685535,destination
202602,821eeffffffffff,0,0,6,3190,105,3055,924.9745617562868,390.2530030351196,534.7215587211671,0.9981226533166458,destination
202601,821947fffffffff,0,0,1,22.5,4,18.5,607.3519917083279,146.51264665899163,460.8393450493362,0.9574468085106383,destination
202546,822da7fffffffff,0,0,126.5,1096.5,485,1,2370.1647354127726,426.6851188563415,4.626519026563487,0.8965658217497956,destination
202603,823947fffffffff,0,0,0,264,3.5,256.5,196.12776495634344,140.09126068310246,56.036504273240986,1,destination
202549,826147fffffffff,0,0,0,4,2,0,198.53612230426998,124.5148144292156,0,1,destination
202549,820837fffffffff,0,0,37.5,48,35,7,708.5377492359434,457.5549442441813,154.15376666312815,0.5614035087719298,destination
202601,821e9ffffffffff,1,2204,19.5,156.5,10,144.5,817.1080225252457,145.17137867105257,671.9366438541931,0.8892045454545454,destination
202603,82386ffffffffff,0,0,0,126.5,15,110.5,308.2007735028254,112.07300854648197,196.12776495634347,1,destination
202551,821947fffffffff,2,5110,127,63,23,39,637.7769413699883,209.5170502294559,416.80594565768257,0.33157894736842103,destination
202548,82184ffffffffff,0,0,4.5,14.5,12,0,735.703633252535,450.05023403680826,0,0.7631578947368421,destination
202552,826007fffffffff,0,0,0,59.5,5.5,0,1857.6536386450632,209.56689195928078,0,1,destination
202546,823927fffffffff,0,0,61.5,273,142,0,532.7698966262603,347.7282070212962,0,0.8161434977578476,destination
202547,820837fffffffff,0,0,18.5,12,8,0,156.2151139905729,108.80709347351815,0,0.39344262295081966,destination
202601,826007fffffffff,0,0,0,23.5,5.5,0,753.6197092653049,176.37908089187988,0,1,destination
202602,823827fffffffff,0,0,0,586.5,13,572.5,92.50739722198807,92.50739722198807,0,1,destination
202546,823957fffffffff,0,0,119.5,217.5,135,1,353.5962808608283,190.2518172785691,0.5178724677742761,0.6454005934718101,destination
202602,823867fffffffff,0,0,0,817,12.5,803.5,92.50739722198807,92.50739722198807,0,1,destination
202602,821e5ffffffffff,0,0,0,1200,26.5,1166,277.5221916659642,169.59689490697812,107.92529675898608,1,destination
202601,821f27fffffffff,5,11589,87,1275,56.5,1201.5,13689.996234789172,438.577821706537,12626.717685523887,0.9361233480176211,destination
202601,823877fffffffff,0,0,37.5,824,7.5,815.5,1127.5708162963242,177.41953408860115,950.1512822077232,0.9564712710388856,destination
202547,821847fffffffff,0,0,34,22,7.5,0,315.3124544426848,118.75780174395132,0,0.39285714285714285,destination
202546,822daffffffffff,0,0,11.5,128,45.5,0,423.15808165204766,94.67523076604013,0,0.9175627240143369,destination
202552,821947fffffffff,0,0,31,69.5,52.5,17,507.27016762126607,297.1884706031932,210.08169701807287,0.6915422885572139,destination
202546,821ed7fffffffff,0,0,11.5,134,50,2,490.21038338703954,198.5145074758831,8.806501661333003,0.9209621993127147,destination
202546,822c27fffffffff,0,0,165.5,614,114,0,1936.4191090288482,301.3532391512848,0,0.7876844130853111,destination
202546,821e17fffffffff,0,0,317.5,411.5,144,0,881.571754108279,185.8571445213091,0,0.5644718792866941,destination
202601,821f67fffffffff,2,4949,11.5,368.5,11.5,347,2383.8815564746874,97.02862761518838,2047.6624444719607,0.9697368421052631,destination
202547,82088ffffffffff,0.5,2357,39,50.5,18,0,614.4157422611011,246.4381498529076,0,0.5642458100558659,destination
202602,821e17fffffffff,0,0,18,999,5,993.5,292.9400912029622,123.34319629598409,169.59689490697812,0.9823008849557522,destination
202602,822d37fffffffff,0,0,1,1044.5,82.5,935.5,3469.4910724781294,169.59689490697812,3269.0583784971554,0.9990435198469632,destination
202602,821ea7fffffffff,0,0,0,1251,12,1235,277.5221916659642,61.67159814799204,215.85059351797216,1,destination
202603,821ea7fffffffff,0,0,0,275.5,1,273.5,56.036504273240986,56.036504273240986,0,1,destination
202603,823867fffffffff,0,0,0,93,1,92,56.036504273240986,56.036504273240986,0,1,destination
202602,823f37fffffffff,0,0,0,26,1.5,24,46.253698610994036,46.253698610994036,0,1,destination
202547,823c8ffffffffff,0,0,0,6,2,0,277.86016178995607,92.62005392998536,0,1,destination
202547,82601ffffffffff,0,0,0,2.5,1,0.5,135.24708562140884,46.31002696499268,42.62703169142347,1,destination
202546,823987fffffffff,0,0,11.5,66.5,39.5,0,266.0248440274005,141.10883031018636,0,0.8525641025641025,destination
202546,821947fffffffff,0,0,0,8,7,0,108.02819490333319,103.88141596949008,0,1,destination
202601,820987fffffffff,0,0,79.5,1576.5,11,1560.5,52067.173898070316,54.55193164732026,52004.51105458548,0.9519927536231884,destination
202546,821f67fffffffff,0,0,26.5,18.5,7.5,0,79.57722906465708,52.54090732759567,0,0.4111111111111111,destination
202546,82089ffffffffff,0,0,38,35.5,16,0,163.80535433906346,79.54122834604942,0,0.48299319727891155,destination
202549,8209affffffffff,0.5,2181,1.5,4.5,1,0.5,68.57095806255349,37.65053264511946,5.293750779773646,0.75,destination
202546,821ecffffffffff,0,0,192.5,528,178.5,6,845.2513962730824,203.3207767633218,19.096421990549537,0.732824427480916,destination
202546,823f67fffffffff,0,0,75,170.5,77.5,0,442.60852013200326,99.74176057170901,0,0.6945010183299389,destination
202551,821847fffffffff,0.5,2911,59,25.5,10,14,559.8790634605114,94.67189937299831,449.4842423056113,0.30177514792899407,destination
202546,820987fffffffff,0,0,11,18.5,8,0,163.1889844889505,86.36760290114682,0,0.6271186440677966,destination
202602,82346ffffffffff,0,0,0,217.5,78,139.5,262.10429212896616,30.83579907399602,231.26849305497015,1,destination
202602,82396ffffffffff,0,0,0,712,127.5,582.5,370.0295888879523,30.83579907399602,308.35799073996026,1,destination
202546,82386ffffffffff,0,0,83.5,167.5,15.5,0,333.16088442593315,53.20496880548009,0,0.6673306772908366,destination
202602,821f27fffffffff,0,0,23.5,665.5,37,625,499.70090265705403,45.661619063763574,353.14166501700373,0.9658925979680697,destination
202602,821977fffffffff,0,0,35.5,121,0.5,120.5,176.57083250850184,25.224404644071694,151.34642786443015,0.7731629392971247,destination
202551,8208d7fffffffff,88,365634,398.5,51.5,5.5,46,1365.1269851978088,45.92848409044221,1319.1985011073666,0.11444444444444445,destination
202550,8209affffffffff,1,3273,12.5,3.5,2,0.5,63.85635907141272,38.0130547245138,9.497667891657704,0.21875,destination
202546,821edffffffffff,0,0,59,181.5,57,0,486.8119620846586,89.6624354963753,0,0.7546777546777547,destination
202546,823877fffffffff,0,0,130,26.5,17,0,42.15506767677897,30.224835060820194,0,0.16932907348242812,destination
202603,821f17fffffffff,0,0,133.5,686,4,674.5,287.2555493033555,12.273273934518928,244.2990905325393,0.8370957901159244,destination
202546,82185ffffffffff,0,0,3.5,22,10,0,60.14474734532532,9.253038053126973,0,0.8627450980392157,destination
202547,820817fffffffff,4,11535,24.5,14.5,1,6,171.23321400791585,10.07907448091564,61.50913727694316,0.3717948717948718,destination
202546,820887fffffffff,0,0,0,1,0.5,0,14.840202281355724,7.420101140677862,0,1,destination
202601,820817fffffffff,0,0,0,25.5,2,22.5,546.2395741382397,3.244364735009755,541.3730270357252,1,destination
202552,821927fffffffff,0,0,11,1,1,0,2.310260781744265,2.310260781744265,0,0.08333333333333333,destination
202604,821f67fffffffff,0,0,0,6,1,5,0,0,0,1,destination
202605,823cc7fffffffff,0,0,0,9.5,1,8.5,0,0,0,1,destination
202606,822d37fffffffff,0,0,0,2,0,2,1021.1826370370369,0,1021.1826370370369,1,destination
202603,823f67fffffffff,0,0,0,160.5,2,158.5,6388.161487149472,0,6388.161487149472,1,destination
202602,821947fffffffff,0,0,0,4.5,0,4.5,0,0,0,1,destination
202604,82184ffffffffff,0,0,0,4,0,4,0,0,0,1,destination
202604,82391ffffffffff,6,12792,23,102.5,2,100,1881.8937442686265,0,1881.8937442686265,0.8167330677290837,destination
202603,82194ffffffffff,4,6019,86.5,653.5,9.5,623.5,12.724852840050243,0,12.724852840050243,0.8831081081081081,destination
202546,821e9ffffffffff,0,0,16.5,14.5,6.5,0,21.346449565641553,0,0,0.46774193548387094,destination
202603,821e9ffffffffff,0,0,0,35,0,34,0,0,0,1,destination
202602,821fa7fffffffff,4,2958,83.5,1313,74.5,1233.5,729.5664446762559,0,706.342927193547,0.9402076620121733,destination
202603,82346ffffffffff,0,0,0,39.5,0,39.5,168.10951281972297,0,168.10951281972297,1,destination
202603,82196ffffffffff,6,4726,51,926.5,46.5,868.5,596.9483640312424,0,596.9483640312424,0.9478260869565217,destination
202604,82089ffffffffff,0,0,0,16.5,5,11.5,0,0,0,1,destination
202607,82089ffffffffff,0,0,0,0.5,0,0.5,0,0,0,1,destination
202604,821e9ffffffffff,0,0,0,23,0,23,0,0,0,1,destination
202604,82099ffffffffff,0,0,0,5,0,5,0,0,0,1,destination
202603,822daffffffffff,0,0,0,221,12,209,8797.731170898835,0,8797.731170898835,1,destination
202603,82182ffffffffff,0,0,0,61,8,53,0,0,0,1,destination
202603,821f67fffffffff,0,0,0.5,20.5,0,20.5,0,0,0,0.9761904761904762,destination
202602,82194ffffffffff,0,0,163.5,1929,34.5,1858,270.0680903576425,0,118.7216624932123,0.9218637992831541,destination
202601,8208b7fffffffff,0,0,0,18,0,18,514.3242635765748,0,514.3242635765748,1,destination
202603,82089ffffffffff,0,0,0,30.5,0,30.5,6.136636967259464,0,6.136636967259464,1,destination
202605,82384ffffffffff,0,0,0,9,0,9,861.629295930655,0,861.629295930655,1,destination
202546,82088ffffffffff,1,3653,5,8.5,0,0,83.02865177478851,0,0,0.6296296296296297,destination
202605,823f4ffffffffff,0,0,0,2.5,0,0.5,0,0,0,1,destination
202605,823c97fffffffff,0,0,0,5.5,0,5.5,0,0,0,1,destination
202604,82384ffffffffff,0,0,0,18,0.5,17.5,581.2348394954121,0,581.2348394954121,1,destination
202605,821ed7fffffffff,0,0,0,3,0,3,2584.887887791965,0,2584.887887791965,1,destination
202606,821f77fffffffff,0,0,0,2.5,0.5,2,0,0,0,1,destination
202604,823867fffffffff,0,0,0,13,0,13,0,0,0,1,destination
202604,823f67fffffffff,0,0,0,21.5,2.5,19,581.2348394954121,0,581.2348394954121,1,destination
202547,8208b7fffffffff,0,0,0,12,0,7,546.9674297898794,0,273.07741122783284,1,destination
202607,821f0ffffffffff,0,0,0,1.5,0,1.5,0,0,0,1,destination
202602,82182ffffffffff,0,0,2,250,2,248,0,0,0,0.9920634920634921,destination
202548,821927fffffffff,1,5165,7,3,0,0,74.31658594482559,0,0,0.3,destination
